的	de_dí_dì
㖵	gé
㖶	yè_yān_yīn
㖷	shí_tí
㖸	xué_niā
㖹	fèn_pēn
㖺	chǔn
㖻	róu_niú_ròu
㖼	duǒ_lín_móu
㖽	zé_zéi
㖾	è
㖿	xié_yé
㗀	yōu
㗁	è
㗂	shěng
㗃	wěn_yìn_hūn
㗄	mán_màn_kū
㗅	hú
㗆	gé_kài
㗇	xiá_ya
㗈	màn
㗉	bì_è_lüè
㗊	jí_qì_bī_léi
㗋	hóu
㗌	zhì
㗎	jià
㗏	wāi
㗑	bài
㗒	ài
㗓	zhuī
㗔	qiān
㗕	gòu_gōu
㗖	dàn
㗗	bǎi_bēi
㗘	bó_fù
㗙	nà_chú_zhōu_chū
㗚	lì
㗛	xiào
㗜	xiù
㗢	dòng_hóng_hòng
㗣	tì
㗤	cù
㗥	kuò_guō
㗦	láo
㗧	zhì_dié
㗨	ǎi_xiē
㗩	xī
㗫	qiè
㗬	zhā
㗭	xī
㗰	chù_cóng
㗱	jí
㗲	huò_xì
㗳	tǎ_dā
㗴	yán
㗵	xù
㗶	pō
㗷	sǎi
㗻	guō
㗼	yè
㗽	xiǎng
㗾	xué_xuē
㗿	hé_xià_xiā
㘀	zuò
㘁	yì
㘂	cí
㘃	ruò
㘄	lēng
㘅	xián
㘆	tái_tǎi
㘇	róng
㘈	yī_yì_nǐ
㘉	zhì
㘊	yì_xī
㘋	xián
㘌	jù
㘍	jí_qì
㘐	pào_pěng
㘑	lì
㘓	lán
㘔	cǎn_sǎi
㘕	hǎn_lán
㘖	yán
㘗	qū
㘙	yán_yǎn
㘛	kān
㘜	chǐ_chóu_chù
㘝	niǎn_niè_nà_lǎn
㘞	huò
㘠	bì_mì
㘡	xiá
㘢	wěng
㘣	xuán_yuán
㘤	wān
㘥	yóu
㘦	qín
㘧	xù
㘨	nèi_niè
㘩	bì
㘪	hào
㘫	jǐng
㘬	ào_wù
㘭	ào
㘰	zhēn
㘱	tān
㘲	jú
㘴	zuò
㘵	bù
㘶	jié
㘷	ài
㘸	zàng_zuò
㘹	cí
㘺	fá
㘿	niè
㙀	liù_jiù
㙁	mǎng_méi_mèi_mù_nà
㙂	duì_wèng
㙃	bāng
㙄	bì
㙅	bǎo
㙇	chù
㙈	hán_xià
㙉	tiǎn
㙊	cháng_zhàng
㙍	duō
㙎	wēi_wēi
㙏	fù
㙐	duǒ
㙑	yǔ
㙒	yě
㙓	kuí
㙔	hán_wěi
㙕	kuài
㙗	kuài_wēi
㙘	yāo
㙙	lǒng
㙚	xīng
㙛	bǔ
㙜	chí_tái
㙝	xié
㙞	niè
㙟	lǎng
㙠	yì_yī
㙡	zōng
㙢	mán_mén
㙣	zhàng
㙤	xià
㙥	gǔn_gùn
㙦	xié
㙨	jì_qí
㙩	liáo
㙪	yè_yì
㙫	jí
㙬	yín
㙮	dā_da
㙯	yì
㙰	xiè
㙱	hào
㙲	yǒng
㙳	hǎn_hé_kǎn
㙴	chàn_zhàn
㙵	tái
㙶	táng
㙷	zhí_zhé
㙸	bào_bó_pú
㙹	méng
㙺	guì_kuí
㙻	chán_qiè_zàn
㙼	lěi
㙾	xì_xué
㚀	xī
㚁	qiáo_qiào_qù
㚂	ráng_nàng
㚃	yún_yùn_yūn
㚅	lóng
㚆	fù
㚇	zōng
㚉	gǔ
㚊	kāi
㚋	diāo
㚌	huà_huǒ
㚍	guó_kuǐ_kuì
㚏	gǎo
㚐	tào
㚒	shǎn
㚓	lái_lǎi
㚔	niè_xìng
㚕	fú_bì
㚖	gǎo_zé
㚗	qié_xié
㚘	bàn_fú_hè
㚙	jiā
㚚	kōng_kuāng
㚛	xì
㚜	xù_yù
㚝	kuí_zhuī
㚞	měng_shěn_yìng_yùn
㚟	chuò
㚠	xiāo
㚡	jǐ
㚢	nú_wǔ
㚣	jiāo_xiáo
㚤	yì
㚥	yú
㚦	yí
㚧	yǎn
㚨	shěn
㚩	rǎn
㚪	hào
㚫	shà_zhà_sà
㚬	jūn
㚭	yóu
㚯	xín_xún
㚰	bǐ_pēi
㚱	qiū
㚲	diǎn_shàn_chān_diàn
㚴	bù
㚵	dōng
㚶	sì_yí
㚷	ěr_nǎi
㚸	sī
㚹	mǎo_liǔ
㚺	yùn
㚻	jī
㚼	niū_hào
㚽	qiǎo
㚾	xiōng
㚿	páo
㛀	chú
㛁	pēng
㛂	nuǒ
㛃	jié
㛄	yī
㛅	èr
㛆	duǒ_duò
㛊	duǒ
㛍	qiè_xiá_xiǎn
㛎	lǚ
㛏	òu_qiú
㛐	sǎo_sǒu
㛑	càn
㛒	dòu
㛓	xī
㛔	péng_fēng
㛕	yì
㛖	suō
㛗	zuò_qiē_suō_zuō
㛘	pò
㛙	qiè_qín_shěn_shèn_xīn
㛚	tǒng_yǒng
㛛	xìn_zhèn
㛜	yóu
㛝	bèi_bèng
㛞	lòng
㛣	yún
㛤	lí
㛥	tà
㛦	lǎn
㛧	mǎn
㛨	qiǎng
㛩	zhóu
㛪	yàn_yuán_yān
㛫	xī
㛬	lù
㛭	xī
㛮	sǎo
㛯	miǎn_fàn_zhuàn
㛱	ruì_wěi_wēi
㛲	fà
㛳	chà_yì
㛴	nǎo
㛵	chēng
㛶	chóu_tán_tàn
㛷	jī
㛸	shù
㛹	pián
㛻	kuǐ_kuā
㛼	shà_chā
㛾	xián
㛿	zhì
㜂	fēng
㜃	liàn_liáo_máng
㜄	xún
㜅	xù
㜆	mì
㜇	huì_yè
㜈	mù
㜉	yōng
㜊	pàng_zhǎn
㜋	yì
㜌	gòu_kòu_nǒu
㜍	táng
㜎	xī_xì
㜏	yún
㜐	shù
㜑	fú_pó
㜒	yì
㜓	dá
㜕	lián
㜖	cáo
㜗	cǎn_chú_xuàn_cān_sēn
㜘	jù_chá_qù
㜙	lù
㜚	sù
㜛	nèn_ruǎn
㜜	ào
㜝	ǎn_àn_yǎn
㜞	qiàn_cán
㜠	cuī
㜡	cōng
㜣	rán_niàn_rǎn
㜤	shěn_niǎn_tán_tiǎn
㜥	mái_mó
㜦	hàn_niè_sì_xié_xín
㜧	yuè
㜨	ér_nái
㜩	ào
㜪	xiǎn_shēn
㜫	mà_méi_měi
㜭	dāng
㜮	làn_lán
㜯	xī
㜰	yuè
㜱	dòng_zhì
㜲	wěng_yíng
㜳	huái
㜴	mèng
㜵	niǎo
㜶	fàn_wǎn
㜷	mí_nǎi_xiǎn
㜸	niè
㜹	qú
㜺	zàn
㜻	liàn
㜼	zhí_zhì
㜽	zǐ
㜾	hái
㜿	xù
㝀	hào
㝁	xún_qióng_xuān
㝂	zhì_zhè
㝃	fàn_miǎn_wǎn
㝄	chún_qì_rùn
㝅	gòu
㝇	chún
㝈	luán
㝉	zhù
㝊	shǒu
㝋	liáo_liǎo_liú
㝌	jié_jiù_zhòu
㝍	xiě
㝎	dìng
㝏	jiè
㝐	róng
㝑	máng_páng
㝓	gé_kè
㝔	yào_yǎo
㝕	níng
㝖	yí_yín
㝗	láng_lǎng
㝘	yóng
㝙	yín
㝚	yán
㝛	sù
㝝	lín
㝞	yā_yà
㝟	máo_mào_kuān
㝠	míng
㝡	zuì
㝢	yǔ
㝣	yè_yì
㝤	gòu
㝥	mǐ
㝦	jùn_yá
㝧	wěn
㝩	kāng
㝪	diàn_dǐng
㝫	lóng
㝬	hú
㝭	xǐng
㝮	cuì
㝯	qiáo
㝰	mián
㝱	mèng
㝲	qǐn
㝴	wán
㝵	dé
㝶	ài_dé
㝸	biàn
㝹	nóu
㝺	lián_lín
㝻	jǐn
㝼	yū
㝽	chuí_shuǐ_zhuǐ
㝾	zuǒ
㝿	bó_bǒ_fù_qiàn
㞀	huī
㞁	yào
㞂	tuǐ_tuì
㞃	jí_jì
㞅	guǒ_luò
㞆	jǐ
㞇	wěi
㞈	bō
㞉	zā
㞊	xù
㞋	niǎn_jí
㞌	yùn
㞎	bǎ_fú_pá
㞏	zhé_jié
㞐	jū
㞑	wěi
㞒	xì_xiè
㞓	qǐ_qì_jī
㞔	yí
㞕	xiè
㞖	cì_cí
㞗	qiú
㞘	tún_dū
㞙	niào
㞚	qì_zhǎ
㞛	jǐ
㞜	tuī
㞞	sóng
㞟	diàn_dǐng
㞠	láo_liáo
㞡	zhǎn
㞤	yín_cén
㞥	cén
㞦	jǐ
㞧	huì
㞨	zǎi_zǐ
㞩	lán
㞪	náo
㞫	jù_zǒu
㞬	qìn
㞭	dài
㞯	jié
㞰	xǔ
㞱	cōng
㞲	yòng
㞳	dǒu
㞴	chí_mín
㞶	mǐn
㞷	huáng
㞸	suì
㞹	kě
㞺	zú
㞻	hào
㞼	chéng_shèng_zhé
㞽	xuè
㞾	ní_yì
㞿	chì_qí
㟀	lián
㟁	àn
㟂	chǐ_mǔ
㟃	sī
㟄	xiáng
㟅	yáng
㟆	huá
㟇	cuó_cuǒ_cuò
㟈	qiú
㟉	láo
㟊	fú
㟋	duì
㟌	máng
㟍	láng_lǎng
㟎	tuǒ_tuǐ
㟏	hán
㟐	mǎng
㟑	bó
㟒	qūn
㟓	qí
㟔	hán
㟖	lòng_lóng
㟘	tiáo
㟙	lǎo_zé_zhái
㟚	qí
㟛	zàn
㟜	mí
㟝	péi_pǒu
㟞	zhàn
㟟	xiàng
㟠	gǎng
㟢	qí
㟤	lù
㟦	yùn
㟧	è_niè_xùn
㟨	quán_duān
㟩	mín_mǐn_wěn
㟪	wěi_wēi
㟫	quán
㟬	shǔ_sǒu
㟭	mín
㟮	tū
㟯	è
㟰	mǐng
㟱	yǎo
㟲	jué_yuán
㟳	lì
㟴	kuài_kuǐ_wěi
㟵	gǎng
㟶	yuán
㟷	da
㟸	gāo
㟹	láo
㟺	lóu
㟻	qiàn_zhǎn
㟼	áo
㟽	biǎo_biāo
㟾	yōng
㟿	máng_mǎng
㠀	dǎo
㠂	áo
㠄	xí
㠅	fú_fù
㠆	dān
㠇	jiù
㠈	rùn
㠉	tóng
㠊	qū
㠋	è
㠌	qī
㠍	jí_jié_qì
㠎	qì_jí_jié
㠏	huá
㠐	jiào
㠑	zuì
㠒	biǎo
㠓	méng
㠔	bài
㠕	wěi
㠖	jì_yǐ
㠗	ào_wò
㠘	yǔ
㠙	háo
㠚	duì_zhuó
㠛	wò
㠜	nì
㠝	cuán
㠟	lí
㠠	lú
㠡	niǎo
㠢	huái
㠣	lài_lì
㠥	lǜ_léi_lěi
㠦	fēng
㠧	mí_mǐ
㠨	yù
㠪	jù
㠫	gū
㠬	gū
㠭	zhǎn_zhàn
㠮	gāng_pēng
㠯	yǐ
㠱	jì_qǐ
㠲	bǐ
㠴	rèn
㠵	huāng
㠶	fán
㠷	gé
㠸	kù
㠹	jiè
㠺	miáo_shā
㠼	sī
㠽	tóng
㠾	yuān
㠿	cǐ_zī
㡀	bì
㡁	kǎi_kuà_kuǎ
㡂	lì
㡃	huāng
㡄	sǔn_xún
㡅	nuǒ
㡆	huāng
㡇	jí_zhé_jiē
㡈	mén_wèn_miǎn
㡉	xián_yán
㡊	qià_qiǎn
㡋	è_yé
㡌	mào_mèi
㡏	tóu_shū_shù_xū
㡑	qiǎo_jiǎo_qiāo
㡒	zhūn
㡓	kūn
㡔	wù_mù
㡕	yīng
㡖	chuáng
㡗	tí
㡘	lián_lín
㡙	bī_pí
㡚	gōu
㡛	máng
㡜	xuě_xiè
㡝	fèng_fú
㡞	lěi_lóu_lǚ
㡟	zāo
㡠	zhèng
㡡	chú
㡢	màn
㡣	lóng
㡥	yǐn_yìn
㡦	pīn
㡧	zhèng
㡨	qiān_jiān
㡩	luán
㡪	nié
㡫	yì
㡭	jì
㡮	jí
㡯	zhái_dù_duó
㡰	yǔ
㡱	jiǔ
㡲	huán
㡳	dǐ_zhé_zhǐ
㡴	lā
㡵	líng
㡶	zhǐ
㡷	běn
㡸	zhǎ_zhà_chá
㡹	cì_jū
㡺	dàn
㡻	liào
㡼	yì
㡽	zhào
㡾	xiàn
㡿	chì
㢀	cì_zì
㢁	chǐ_shǐ
㢂	yǎn_duī_tuí
㢃	láng
㢄	dòu
㢅	lòng
㢆	chán
㢈	tuí_duī
㢉	chá
㢊	ǎi_yǐ
㢋	chǐ
㢍	yíng_yǐng
㢎	chà_zé_zhái_zhé
㢏	tóu_yú_yǔ
㢑	tuí
㢒	chá
㢓	yǎo_zhàng
㢔	zǒng
㢖	bān_pān
㢗	qiào
㢘	lián
㢙	qín
㢚	lǔ
㢛	yàn_qiān
㢜	kàng
㢝	sū
㢞	yì
㢟	chǎn_chān
㢠	jiǒng_jùn
㢡	jiǎng
㢣	jìng_qíng
㢥	dòng
㢦	gē
㢧	juàn
㢨	hàn
㢩	dì
㢬	hóng
㢮	chí
㢯	mín_diāo
㢰	bì_huán
㢲	xùn
㢳	lú
㢵	shè_xié
㢶	bì
㢸	bì
㢺	xián
㢻	wěi_ruì
㢼	biè
㢽	ěr
㢾	juàn
㣀	zhèn
㣁	bèi
㣂	yì
㣃	yǔ_yù
㣄	qú
㣅	zàn
㣆	mí_mí_pèi
㣇	nǐ_yì
㣈	sì
㣌	shàn
㣍	tái
㣎	mù
㣏	jìng
㣐	biàn
㣑	róng
㣒	cèng
㣓	càn
㣔	dīng
㣙	dí_zhòu
㣚	tóng_tǒng_dòng
㣛	tà_huì
㣜	xíng
㣝	sōng
㣞	duó_duò
㣟	xì
㣠	tóng_tāo
㣢	tí
㣣	shǎn_shàn
㣤	jiàn
㣥	zhì
㣦	wēi
㣧	yìn_yǒng
㣪	huǎn_kuò
㣫	zhǒng_dòng
㣬	qì
㣭	zōng
㣯	xiè
㣰	xiè
㣱	zé_zuò
㣲	wéi
㣵	tà
㣶	zhān
㣷	nìng
㣻	yì
㣼	rěn
㣽	shù_nù
㣾	chà
㣿	zhuó_diǎo
㤁	miǎn_tiǎn
㤂	jí
㤃	fáng
㤄	pèi
㤅	ài
㤆	fàn
㤇	ǎo_fó_wù
㤈	qìn
㤉	qiā_yá_yà
㤊	xiào_yáo
㤋	fēn
㤌	gān
㤍	qiǎo_qiāo
㤎	gē
㤏	tóng
㤐	chān
㤑	yōu_yòu
㤒	gāo
㤓	bèn
㤔	fú_fù
㤕	chù_pò
㤖	zhù
㤚	háng
㤛	nín_rèn
㤜	jué_yù
㤝	chōng
㤞	chà_duó_zé
㤟	kǒng_tòu
㤠	liè
㤡	lì_liè
㤢	xù_yù
㤤	yú_yǔ
㤥	hài
㤦	lì
㤧	hóu_hòu
㤨	gǒng_qióng
㤩	kè
㤪	yuàn
㤫	dé
㤬	huì_kuì
㤮	kuáng_guàng
㤯	jiǒng_jùn
㤰	zǎn_zuò
㤱	fù_dòu
㤲	qiè_qù
㤳	běi
㤴	xí_chè_dié_shè
㤵	cí
㤶	páng_máng_màng
㤷	hān
㤸	xì
㤹	qiú_jiù
㤺	huǎng
㤻	lǔn
㤽	chóu
㤾	sàn
㤿	yān
㥀	dé_zhí
㥁	dé_zhí_zhòu
㥂	tè
㥃	mèn
㥄	líng
㥅	shòu
㥆	diàn_tuì
㥇	cán_càn
㥈	dié
㥉	chè_chì
㥊	péng_pēng
㥋	yī
㥌	jú
㥍	jì
㥎	lái_lí
㥏	tiǎn
㥐	yuàn
㥒	cǎi_cāi
㥓	qǐ_qī
㥔	yú_yù
㥕	lián
㥖	cōng
㥚	yú_yǔ
㥛	jí_kè_sù
㥜	wèi
㥝	mǐ_miǎn
㥞	cuì_qiàn_suì
㥟	xié
㥠	xǔ_xū
㥡	xì_chì
㥢	qiú_jiū
㥣	huì
㥥	yú
㥦	qiè_xiá_xiǎn
㥧	shùn
㥨	chuí_shuì_wěi
㥩	duǒ
㥪	lóu
㥫	dūn
㥬	páng
㥭	tài
㥯	yǐn
㥰	sāo
㥱	fěi
㥲	shèn_yín_chēn
㥳	yuán
㥴	yí_yǐ_tí
㥵	hùn
㥶	sè_qiān
㥷	yè_yì
㥸	mǐn
㥹	fěn
㥺	hé_hè
㥼	yǐn_yān_yìn
㥽	cè_zé
㥾	nì
㥿	ào
㦀	féng
㦁	lián_liǎn
㦂	cháng_tàng
㦃	chǎn
㦄	má_mì
㦅	diē_dì_chài
㦆	hū_xiā
㦇	lù
㦉	yì
㦊	huá
㦋	zhā
㦌	tuì_xù_hū
㦍	è
㦎	huà_huò
㦏	sǔn_xuàn
㦐	nì
㦑	liǎn_xiàn_hān
㦒	lí
㦓	xiàn_rǎn
㦔	yàn
㦕	lóng
㦖	mèn
㦗	jiàn_jìn_jīn
㦘	jī
㦚	biǎn
㦛	yú_yǔ
㦜	huò_xuè
㦝	miǎo
㦞	chóu
㦟	hài_mái
㦡	lè
㦢	jié_qì
㦣	wèi
㦤	yì
㦥	huán_xiǎn_xuān
㦦	hè_xì
㦧	cǎn
㦨	lán_làn
㦩	yǐn
㦪	xiè
㦫	zā
㦬	luǒ
㦭	líng
㦮	qián
㦯	huò
㦰	jiān
㦱	wǒ
㦲	zāi
㦴	gé_qià
㦵	zhū
㦶	dié_yǒng
㦷	yǒng
㦸	jǐ
㦹	àng_yáng_yǐng
㦺	rǔ_rù
㦻	xí_zhé
㦼	shuàng
㦽	xù_yù
㦾	yí
㦿	hù_qiǎn
㧀	jí
㧁	qù_hé
㧂	tián
㧃	jiū_shōu
㧄	qiǎn_qiú
㧅	mù_dāo
㧆	jīn
㧇	mǎo
㧈	yǐn_yìn
㧉	gài_kuì_hài_yè
㧊	bá_pō
㧋	xiǎn_xuǎn
㧌	mào
㧍	fǎng_bēng
㧎	yá_yà_qiā
㧑	wéi_wěi_huī
㧒	xué_yù_yuè
㧓	guā
㧔	guài
㧕	jiù_liǔ_yú
㧖	è
㧗	zǐ_jǐ_zhǐ
㧘	cuì_nǎo_zì
㧙	bì_bié
㧚	wǎ
㧜	liè
㧡	hài_wèi
㧢	yīn
㧣	zhù_zhū
㧤	chòng
㧥	xiǎn
㧦	xuàn_hōng
㧨	qiú
㧩	pèi
㧪	guǐ_wěi
㧫	ér_ruán_ruí
㧬	gǒng
㧭	qióng
㧮	hū
㧯	lǎo
㧰	lì
㧱	chèn_ná_nì_nì_tiàn
㧲	sǎn
㧳	bǎi_bó_zhuò_bāi
㧴	wǒ
㧵	póu_pǒu
㧶	kēng
㧷	duò_tùn
㧸	pēng
㧹	tè
㧺	tà
㧻	zhǐ_zhuó_zú_dū
㧼	biào
㧽	gù_hú
㧾	hū
㨀	bǐng
㨁	zhí_zhì
㨂	dǒng
㨃	chéng_duǐ
㨄	zhào_tiáo_zhōu
㨅	nèi_ruì
㨆	lǐn
㨇	pó
㨈	jǐ
㨉	mǐn_mín_wěn
㨊	wěi_duò_tuǒ
㨋	chě_lè_zhèn
㨌	gòu_rú_rǔ
㨍	bāng
㨎	rú_ruán
㨏	tān
㨐	bǔ_péi
㨑	zōng
㨒	kuí_wěi_xié_kuī
㨓	láo_liáo
㨔	hàn
㨕	yíng
㨖	zhì
㨗	jié
㨘	xǐng
㨙	xié_xì
㨚	xún_sǔn
㨛	shǎn_shàn
㨜	qián
㨝	xiè_xiē
㨞	sù
㨟	hái_hāi
㨠	mì
㨡	hún
㨢	pī
㨤	huì_kuǎi_wài
㨥	nà
㨦	sǒng
㨧	bèn
㨨	liù_chōu
㨩	jié
㨪	huàng_huǎng
㨫	lǎn
㨭	hù
㨮	dōu
㨯	huò_kuò
㨰	gé_gǔn_hùn_huò_jié
㨱	yáo
㨲	cè
㨳	guǐ_jì
㨴	jiàn
㨵	jiǎn
㨶	chóu_dǎo_zhǒu_zhòu
㨷	jìn
㨸	mà
㨹	huì_xuě
㨺	mén_mì_miǎn
㨻	cán_shǎn_zàn_chàn
㨼	lüè
㨽	pǐ_pì_qiǎo
㨾	yàng
㨿	jù
㩀	jù
㩁	què
㩃	qiān
㩄	shāi
㩅	chōu
㩆	jiù_zú
㩇	huà_huò_huá_zuó
㩈	xiàn_yǔn
㩉	xié_dá_lā_xī
㩊	xuān
㩋	sù_xiāo
㩌	fèi
㩍	cè
㩎	yè
㩐	dèn
㩒	qín
㩓	huǐ
㩔	tún
㩖	qiáng_tiáo
㩗	xí_xié
㩘	yǐ_nǐ
㩙	sāi
㩚	méng
㩛	tuán
㩜	lǎn
㩝	háo
㩞	cì
㩟	zhài
㩠	piǎo_póu
㩡	luǒ
㩢	mí_miè_mì
㩤	fū
㩦	xié_xī
㩧	bó
㩨	huì
㩩	qǐ_qǐng
㩪	xié_xìn_yé
㩭	bó_jiǎo_xiào
㩮	qián_xián
㩯	bǎn_pán_pó
㩰	jiǎo_qiáo_xiǔ
㩱	jué
㩲	kǔn_quán
㩴	jú_qú
㩵	è
㩶	niè_nǐng
㩷	qiān
㩸	dié
㩹	dié_zhá
㩻	guǐ_qī_guì
㩼	zhī
㩽	qí_chì
㩾	chuí_qí_zhuì
㩿	kū
㪀	yú
㪁	qín_kān_qián_qiàn
㪂	kū
㪃	hé
㪄	fú
㪆	dǐ
㪇	xiàn
㪈	guì
㪉	hé
㪊	qún
㪋	hàn_hě
㪌	tǒng_yú_yǔ
㪍	bó_bèi
㪎	shǎn_nà
㪏	bǐ
㪐	lù
㪑	yè
㪒	ní
㪓	chuái
㪔	sàn_tán
㪕	diào_chuò
㪖	lù
㪗	tǒu
㪘	liǎn
㪙	kě_kè_kuò
㪚	sàn
㪛	zhěn
㪜	chuǎi_duǒ
㪝	liàn
㪞	mào
㪠	qiàn_jiān_qiān
㪡	kě_kài
㪢	shǎo
㪣	qiào_qiāo_xiāo
㪤	bì
㪥	zhā
㪦	yìn
㪧	xī
㪨	shàn
㪩	sù
㪪	sà_xǐ
㪫	ruì
㪬	zhuó_chuō
㪭	lú
㪮	líng
㪯	chá_jǔ_qú
㪱	huàn
㪴	jiá
㪵	bàn
㪶	hú
㪷	dǒu
㪹	lǒu
㪺	jū
㪻	juàn
㪼	kě
㪽	suǒ_suò
㪾	gé_luò
㪿	zhé_shé
㫀	dǐng
㫁	duàn
㫂	zhù
㫃	yǎn
㫄	páng
㫅	chá_qí_shí
㫊	yǐ
㫍	yóu_yǎo
㫎	gǔn_kuài_huī
㫏	yǎo
㫐	yǎo
㫑	shí_zhǐ
㫒	gǒng
㫓	qǐ_qì
㫔	gèn
㫖	zhǐ
㫗	hòu
㫘	mì_miǎn
㫙	fú
㫚	hū
㫛	guàng_kuáng_kuàng_mǔ
㫜	dàn_tǎn
㫝	dī
㫟	yán
㫠	bàn
㫢	qù
㫤	chǎng_zhào
㫥	mǐng
㫦	tāo
㫧	bào
㫫	xiǎn
㫭	shí
㫯	mào
㫰	lǎng_làng
㫱	nǎn_nàn
㫲	pèi_bèi
㫳	chén
㫵	fēi
㫶	cǒu_zhǒu
㫷	jī
㫸	qiè_jiē
㫹	dài_shù_yú
㫻	kùn
㫼	dié_zhé_zhì
㫽	lù
㬂	yú
㬃	tái
㬄	chàn
㬅	màn
㬆	mián_miàn_mǐn
㬇	huàn
㬈	wēn
㬉	nuǎn_ruò
㬊	huǎn_huàn
㬋	hóu
㬌	jìng
㬍	bó
㬎	xiǎn
㬏	lì
㬐	jǐn_jìn_xíng_yǐng_zī
㬒	mǎng_mào
㬓	piào
㬔	háo
㬕	yáng
㬗	xiàn
㬘	sù
㬙	wěi
㬚	chè
㬛	xī
㬜	jìn
㬝	céng_sōng
㬞	hè
㬟	fēn
㬠	shài_shà
㬡	líng
㬢	xī
㬣	duì
㬤	qī
㬥	pù_bó
㬦	yuè
㬧	bó
㬩	huì
㬪	dié_zhì
㬫	yàn
㬬	jù
㬭	jiào_shǎn_yǎo
㬮	kuài_nàn
㬯	liè
㬰	yú
㬱	tì
㬲	tiān
㬳	wǔ
㬴	hǒng
㬵	xiáo_jiāo
㬶	hào
㬸	tiāo
㬹	zhēng
㬻	huǎng_hāng_huāng
㬼	fù
㬿	dùn_tūn
㭁	réng
㭂	jiǎo
㭄	xìn
㭇	yuàn
㭈	jué_kuài
㭉	huá
㭊	xī
㭋	bàng
㭌	móu_yú
㭏	wěi
㭑	mèi
㭒	sì
㭓	biàn
㭔	lú
㭕	qū
㭘	hé_gé
㭙	shé_zhé
㭚	lǚ
㭛	pài_bà
㭜	róng
㭝	qiú
㭞	liè
㭟	gǒng
㭠	xiǎn
㭡	xì_xìn
㭢	xīn
㭤	niǎo
㭨	yé_xié
㭩	lèi_líng_liè
㭪	fū
㭫	cuán_cuó_zhèn
㭬	zhuó
㭭	fèi_bā_bèi_biē
㭮	zuò_zǎn
㭯	dié_nà_zhé
㭰	jì_jué_zuǐ_zuī
㭱	hé_xiá
㭲	jí
㭴	jiān
㭸	tú
㭹	xián
㭺	yǎn_yàn
㭻	táng
㭼	tà
㭽	dǐ
㭾	jué_yuè
㭿	áng
㮀	hán
㮁	yáo_xiáo
㮂	jú
㮃	ruí_wēi
㮄	bǎng_bì_péng
㮅	zhuī
㮆	niè
㮇	tiàn
㮈	nài
㮋	yǒu_yù
㮌	mián_mǐn
㮏	nài_nà_nì
㮐	xǐng_shěng_sì
㮑	qì_chā
㮒	yān_yīn
㮓	gèn
㮔	tóng_chòng
㮕	ér_ruǎn
㮖	jiá_jiá
㮗	qín
㮘	mào_máo
㮙	è
㮚	lì
㮛	chí_yí
㮜	zāng
㮝	hé_luò
㮞	jié_ní_yá
㮟	jí_niǎn_pèng_ròu_kā
㮡	guàn
㮢	hóu
㮣	gài_zé
㮥	fèn_bèn_fàn
㮦	sè_suǒ
㮧	wēn_wū
㮨	jí_jì
㮩	xī
㮪	qióng
㮫	hé_qià_xiá
㮬	wēng
㮭	xián
㮮	jié
㮯	huá_hún_kuǎn
㮰	bí_pí
㮱	shēn
㮲	chōu
㮳	zhèn
㮵	zhān
㮶	shì_shuò
㮷	jī
㮸	sòng
㮹	zhǐ
㮺	běn
㮾	lǎng
㮿	bì
㯀	xiǎn_xuàn
㯁	bàng_péi
㯂	dài
㯄	zhī
㯅	pí_bī
㯆	chǎn_shàn
㯇	bì
㯈	sù
㯉	huò_chū
㯊	hén
㯋	yǐng_jiǒng
㯌	chuán
㯍	jiǎng
㯎	nèn
㯏	gǔ
㯐	fǎng_tuǒ
㯓	tà_dá
㯔	cuì
㯕	xī
㯖	dé
㯗	rǎn_shùn_xián_xiàn
㯘	kuǎn
㯙	chè_zhé
㯚	dá_tā
㯛	hú_huò
㯜	cuì
㯝	lù
㯞	juàn_yuè
㯟	lù
㯠	qiàn_xiàn_xún
㯡	pào_páo
㯢	zhèn
㯤	lì
㯥	cáo_zāo
㯦	qí
㯩	tì
㯪	líng
㯫	qú
㯬	liǎn
㯭	lǔ
㯮	shǔ_shú
㯯	gòng_dǎn_jù
㯰	zhé_zhí
㯱	biǎo_piáo_pāo
㯲	jìn
㯳	qíng
㯶	zōng
㯷	pú
㯸	jǐn
㯹	biǎo
㯺	jiàn
㯻	gǔn_hùn
㯾	zāo
㯿	liè_là
㰀	lí
㰁	luǒ
㰂	shěn_sǔn
㰃	mián_miàn
㰄	jiàn
㰅	dí_zhé
㰆	bèi
㰈	liǎn
㰊	xún_xián
㰋	pín
㰌	què
㰍	lóng
㰎	zuì
㰐	jué_kuí_lěi_tuǐ_tuǒ
㰑	shān
㰒	shé_xué
㰔	xiè
㰕	xī
㰖	lǎn
㰗	cù_qí
㰘	yí
㰙	nuó
㰚	lí
㰛	yuè
㰝	yǐ
㰞	chī
㰟	jì_qì
㰠	kàng_hāng
㰡	xiè
㰢	kēng
㰣	zì_zī
㰤	hē_qiè
㰥	huì_xì
㰦	qù
㰧	hāi
㰨	xiā
㰩	hāi
㰪	wá_guī
㰫	chān
㰬	xún
㰭	xū
㰮	shèn
㰯	tòu_tǒu_hòu_kòu
㰰	qiè_hē_xiā
㰱	shà
㰲	xù_yù_yū
㰳	yà_yā
㰴	pó_pǒu
㰵	zú
㰶	yǒu
㰷	zì
㰸	liǎn_liàn_luǎn
㰹	jìn_hǎn_xiān_xiàn
㰺	xiá_xià
